Key,Summary,Description,Type,Priority,Component,Test Mode
VWO-02573,Verify Sidebar : User is correctly tracks scroll depth,"
Description:
As a VWO user
I want to verify that Sidebar functionality works correctly
So that I can correctly tracks scroll depth

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Sidebar section
2. Perform action: correctly tracks scroll depth
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-6673
Story Points: 1
Estimate: 6 hours
",Functional,Major,Core,Automated
VWO-02574,Verify Billing : User is properly validates input fields,"
Description:
As a VWO user
I want to verify that Billing functionality works correctly
So that I can properly validates input fields

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Billing section
2. Perform action: properly validates input fields
3. Verify the result

Expected Result: Data is exported successfully

Related Jira: VWO-3273
Story Points: 4
Estimate: 1 hours
",Non-Functional,Minor,Integrations,Automated
VWO-02575,Verify Data Export : User is able to invite team members,"
Description:
As a VWO user
I want to verify that Data Export functionality works correctly
So that I can able to invite team members

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Data Export section
2. Perform action: able to invite team members
3. Verify the result

Expected Result: Targeting rules are applied

Related Jira: VWO-3382
Story Points: 11
Estimate: 3 hours
",Performance,Blocker,Security,Automated
VWO-02576,Verify Custom Variables : User is correctly tracks revenue,"
Description:
As a VWO user
I want to verify that Custom Variables functionality works correctly
So that I can correctly tracks revenue

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Custom Variables section
2. Perform action: correctly tracks revenue
3. Verify the result

Expected Result: Variation is displayed correctly

Related Jira: VWO-5696
Story Points: 11
Estimate: 3 hours
",Regression,Major,Editor,Manual
VWO-02577,Verify Custom Variables : User is able to invite team members,"
Description:
As a VWO user
I want to verify that Custom Variables functionality works correctly
So that I can able to invite team members

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Custom Variables section
2. Perform action: able to invite team members
3. Verify the result

Expected Result: Goals are tracked correctly

Related Jira: VWO-9071
Story Points: 3
Estimate: 5 hours
",Integration,Major,API,Automated
VWO-02578,Verify Power Analyzer : User is able to view analytics,"
Description:
As a VWO user
I want to verify that Power Analyzer functionality works correctly
So that I can able to view analytics

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Power Analyzer section
2. Perform action: able to view analytics
3. Verify the result

Expected Result: User is shown error message

Related Jira: VWO-4461
Story Points: 7
Estimate: 2 hours
",UX,Critical,Mobile,Automated
VWO-02579,Verify Custom Events : User is shows confirmation dialogs,"
Description:
As a VWO user
I want to verify that Custom Events functionality works correctly
So that I can shows confirmation dialogs

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Custom Events section
2. Perform action: shows confirmation dialogs
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-1480
Story Points: 7
Estimate: 1 hours
",Security,Critical,Mobile,Manual
VWO-02580,Verify Uptime : User is able to login with invalid credentials,"
Description:
As a VWO user
I want to verify that Uptime functionality works correctly
So that I can able to login with invalid credentials

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Uptime section
2. Perform action: able to login with invalid credentials
3. Verify the result

Expected Result: Team member receives invitation

Related Jira: VWO-4694
Story Points: 7
Estimate: 2 hours
",Security,Major,Core,Automated
VWO-02581,Verify Banner : User is able to create user segments,"
Description:
As a VWO user
I want to verify that Banner functionality works correctly
So that I can able to create user segments

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Banner section
2. Perform action: able to create user segments
3. Verify the result

Expected Result: Correct content is shown

Related Jira: VWO-4422
Story Points: 8
Estimate: 1 hours
",Smoke,Major,Security,Automated
VWO-02582,Verify Power Analyzer : User is able to invite team members,"
Description:
As a VWO user
I want to verify that Power Analyzer functionality works correctly
So that I can able to invite team members

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Power Analyzer section
2. Perform action: able to invite team members
3. Verify the result

Expected Result: Targeting rules are applied

Related Jira: VWO-8163
Story Points: 13
Estimate: 3 hours
",Regression,Blocker,Analytics,Automated
VWO-02583,Verify Billing : User is correctly tracks conversions,"
Description:
As a VWO user
I want to verify that Billing functionality works correctly
So that I can correctly tracks conversions

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Billing section
2. Perform action: correctly tracks conversions
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-1030
Story Points: 7
Estimate: 8 hours
",Non-Functional,Major,Analytics,Manual
VWO-02584,Verify Billing : User is correctly calculates statistical significance,"
Description:
As a VWO user
I want to verify that Billing functionality works correctly
So that I can correctly calculates statistical significance

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Billing section
2. Perform action: correctly calculates statistical significance
3. Verify the result

Expected Result: Correct content is shown

Related Jira: VWO-4143
Story Points: 12
Estimate: 5 hours
",UX,Blocker,Analytics,Automated
VWO-02585,Verify Visual Goal Creator : User is properly handles network errors,"
Description:
As a VWO user
I want to verify that Visual Goal Creator functionality works correctly
So that I can properly handles network errors

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Visual Goal Creator section
2. Perform action: properly handles network errors
3. Verify the result

Expected Result: User segment is applied

Related Jira: VWO-2587
Story Points: 9
Estimate: 5 hours
",Security,Minor,Integrations,Manual
VWO-02586,Verify Iframe Compatibility : User is properly handles timeouts,"
Description:
As a VWO user
I want to verify that Iframe Compatibility functionality works correctly
So that I can properly handles timeouts

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Iframe Compatibility section
2. Perform action: properly handles timeouts
3. Verify the result

Expected Result: Webhook is triggered correctly

Related Jira: VWO-2280
Story Points: 8
Estimate: 1 hours
",Performance,Minor,Dashboard,Manual
VWO-02587,Verify 注意力 Maps : User is able to create new campaign,"
Description:
As a VWO user
I want to verify that 注意力 Maps functionality works correctly
So that I can able to create new campaign

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to 注意力 Maps section
2. Perform action: able to create new campaign
3. Verify the result

Expected Result: Heatmap is generated

Related Jira: VWO-1440
Story Points: 2
Estimate: 4 hours
",Smoke,Major,Mobile,Automated
VWO-02588,Verify Dynamic Content : User is shows confirmation dialogs,"
Description:
As a VWO user
I want to verify that Dynamic Content functionality works correctly
So that I can shows confirmation dialogs

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Dynamic Content section
2. Perform action: shows confirmation dialogs
3. Verify the result

Expected Result: Data is exported successfully

Related Jira: VWO-3875
Story Points: 11
Estimate: 3 hours
",UX,Major,Mobile,Automated
VWO-02589,Verify Account Merge : User is able to configure traffic allocation,"
Description:
As a VWO user
I want to verify that Account Merge functionality works correctly
So that I can able to configure traffic allocation

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Account Merge section
2. Perform action: able to configure traffic allocation
3. Verify the result

Expected Result: Campaign is created and saved

Related Jira: VWO-4204
Story Points: 10
Estimate: 2 hours
",Regression,Minor,Analytics,Automated
VWO-02590,Verify Targeting Rules : User is able to delete campaign,"
Description:
As a VWO user
I want to verify that Targeting Rules functionality works correctly
So that I can able to delete campaign

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Targeting Rules section
2. Perform action: able to delete campaign
3. Verify the result

Expected Result: Revenue is tracked

Related Jira: VWO-5633
Story Points: 3
Estimate: 5 hours
",Smoke,Minor,Integrations,Automated
VWO-02591,Verify UTM Tracking : User is able to configure notifications,"
Description:
As a VWO user
I want to verify that UTM Tracking functionality works correctly
So that I can able to configure notifications

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to UTM Tracking section
2. Perform action: able to configure notifications
3. Verify the result

Expected Result: Revenue is tracked

Related Jira: VWO-5792
Story Points: 12
Estimate: 2 hours
",Functional,Minor,Core,Manual
